Supplier: {176748} {Delivery Status}{Shipping on time} {Profit Margin}{0.4608} {Shipping Mode}{Same Day} {Market}{LATAM}
Supplier: {142656} {Delivery Status}{Late delivery} {Profit Margin}{0.0702} {Shipping Mode}{First Class} {Market}{Pacific Asia}
Supplier: {23595} {Delivery Status}{Late delivery} {Profit Margin}{-0.5864} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {46998} {Delivery Status}{Late delivery} {Profit Margin}{0.3720} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {106683} {Delivery Status}{Late delivery} {Profit Margin}{0.1050} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {1367} {Delivery Status}{Advance shipping} {Profit Margin}{0.4464} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {122919} {Delivery Status}{Late delivery} {Profit Margin}{-0.0625} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {1557} {Delivery Status}{Late delivery} {Profit Margin}{0.0595} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {89148} {Delivery Status}{Shipping on time} {Profit Margin}{-0.0577} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {34147} {Delivery Status}{Late delivery} {Profit Margin}{0.3901} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {85478} {Delivery Status}{Advance shipping} {Profit Margin}{0.2400} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {56025} {Delivery Status}{Late delivery} {Profit Margin}{0.4802} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {84010} {Delivery Status}{Advance shipping} {Profit Margin}{0.3600} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {119181} {Delivery Status}{Shipping canceled} {Profit Margin}{0.3984} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {30544} {Delivery Status}{Late delivery} {Profit Margin}{0.2873} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {175188} {Delivery Status}{Late delivery} {Profit Margin}{0.1360} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {64942} {Delivery Status}{Late delivery} {Profit Margin}{0.1701} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {38303} {Delivery Status}{Shipping on time} {Profit Margin}{0.4368} {Shipping Mode}{Standard Class} {Market}{Africa}
Supplier: {16617} {Delivery Status}{Late delivery} {Profit Margin}{0.4464} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {144685} {Delivery Status}{Advance shipping} {Profit Margin}{0.1016} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {145166} {Delivery Status}{Late delivery} {Profit Margin}{0.4140} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {51765} {Delivery Status}{Late delivery} {Profit Margin}{0.2200} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {58730} {Delivery Status}{Late delivery} {Profit Margin}{0.2721} {Shipping Mode}{First Class} {Market}{Pacific Asia}
Supplier: {58719} {Delivery Status}{Late delivery} {Profit Margin}{0.2890} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {124966} {Delivery Status}{Shipping on time} {Profit Margin}{0.4136} {Shipping Mode}{Same Day} {Market}{USCA}
Supplier: {177432} {Delivery Status}{Shipping canceled} {Profit Margin}{0.0093} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {26005} {Delivery Status}{Advance shipping} {Profit Margin}{0.2366} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {109239} {Delivery Status}{Late delivery} {Profit Margin}{0.1455} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {135862} {Delivery Status}{Shipping on time} {Profit Margin}{0.2418} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {8} {Delivery Status}{Late delivery} {Profit Margin}{0.2088} {Shipping Mode}{First Class} {Market}{Pacific Asia}
Supplier: {32691} {Delivery Status}{Late delivery} {Profit Margin}{0.3069} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {28434} {Delivery Status}{Late delivery} {Profit Margin}{0.0608} {Shipping Mode}{First Class} {Market}{Pacific Asia}
Supplier: {152162} {Delivery Status}{Advance shipping} {Profit Margin}{0.3307} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {111234} {Delivery Status}{Shipping on time} {Profit Margin}{0.3022} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {134289} {Delivery Status}{Advance shipping} {Profit Margin}{0.2548} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {55130} {Delivery Status}{Late delivery} {Profit Margin}{0.2900} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {16655} {Delivery Status}{Late delivery} {Profit Margin}{0.4800} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {36848} {Delivery Status}{Late delivery} {Profit Margin}{-0.0862} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {165261} {Delivery Status}{Late delivery} {Profit Margin}{0.3279} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {12588} {Delivery Status}{Advance shipping} {Profit Margin}{-1.4175} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {14761} {Delivery Status}{Advance shipping} {Profit Margin}{0.2784} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {110445} {Delivery Status}{Late delivery} {Profit Margin}{-0.1749} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {22499} {Delivery Status}{Late delivery} {Profit Margin}{0.0096} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {170751} {Delivery Status}{Advance shipping} {Profit Margin}{0.4224} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {171047} {Delivery Status}{Shipping on time} {Profit Margin}{0.2400} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {114000} {Delivery Status}{Late delivery} {Profit Margin}{0.3041} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {101952} {Delivery Status}{Late delivery} {Profit Margin}{-0.0826} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {39971} {Delivery Status}{Late delivery} {Profit Margin}{-0.0819} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {101958} {Delivery Status}{Late delivery} {Profit Margin}{0.3080} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {144514} {Delivery Status}{Late delivery} {Profit Margin}{0.2739} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {153688} {Delivery Status}{Advance shipping} {Profit Margin}{0.2940} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {151063} {Delivery Status}{Shipping on time} {Profit Margin}{0.1074} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {174021} {Delivery Status}{Advance shipping} {Profit Margin}{0.3655} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {86374} {Delivery Status}{Advance shipping} {Profit Margin}{-0.1260} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {83402} {Delivery Status}{Late delivery} {Profit Margin}{0.2352} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {166279} {Delivery Status}{Late delivery} {Profit Margin}{0.3194} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {161051} {Delivery Status}{Late delivery} {Profit Margin}{0.2457} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {8850} {Delivery Status}{Advance shipping} {Profit Margin}{0.2848} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {3374} {Delivery Status}{Shipping on time} {Profit Margin}{0.2522} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {44210} {Delivery Status}{Late delivery} {Profit Margin}{-0.0982} {Shipping Mode}{Same Day} {Market}{LATAM}
Supplier: {41204} {Delivery Status}{Advance shipping} {Profit Margin}{0.4230} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {135090} {Delivery Status}{Late delivery} {Profit Margin}{0.1843} {Shipping Mode}{Standard Class} {Market}{Africa}
Supplier: {106901} {Delivery Status}{Late delivery} {Profit Margin}{0.4560} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {55527} {Delivery Status}{Late delivery} {Profit Margin}{-0.1483} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {53934} {Delivery Status}{Late delivery} {Profit Margin}{-0.0490} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {128451} {Delivery Status}{Advance shipping} {Profit Margin}{0.0368} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {56877} {Delivery Status}{Late delivery} {Profit Margin}{0.0182} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {103246} {Delivery Status}{Late delivery} {Profit Margin}{0.0578} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {176418} {Delivery Status}{Late delivery} {Profit Margin}{-1.4520} {Shipping Mode}{First Class} {Market}{USCA}
Supplier: {73434} {Delivery Status}{Late delivery} {Profit Margin}{0.4725} {Shipping Mode}{Standard Class} {Market}{Africa}
Supplier: {5809} {Delivery Status}{Late delivery} {Profit Margin}{0.3740} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {85431} {Delivery Status}{Advance shipping} {Profit Margin}{-0.0671} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {113682} {Delivery Status}{Late delivery} {Profit Margin}{0.1257} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {58489} {Delivery Status}{Late delivery} {Profit Margin}{0.1181} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {160469} {Delivery Status}{Late delivery} {Profit Margin}{-0.1820} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {122209} {Delivery Status}{Late delivery} {Profit Margin}{0.0599} {Shipping Mode}{Same Day} {Market}{Pacific Asia}
Supplier: {80185} {Delivery Status}{Late delivery} {Profit Margin}{0.4704} {Shipping Mode}{Same Day} {Market}{Pacific Asia}
Supplier: {101583} {Delivery Status}{Late delivery} {Profit Margin}{0.2185} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {67569} {Delivery Status}{Late delivery} {Profit Margin}{0.3492} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {149060} {Delivery Status}{Late delivery} {Profit Margin}{0.1105} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {66671} {Delivery Status}{Late delivery} {Profit Margin}{-0.2640} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {109454} {Delivery Status}{Shipping on time} {Profit Margin}{0.2535} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {28865} {Delivery Status}{Late delivery} {Profit Margin}{0.1130} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {176083} {Delivery Status}{Late delivery} {Profit Margin}{0.3120} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {66103} {Delivery Status}{Late delivery} {Profit Margin}{-0.2275} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {97490} {Delivery Status}{Late delivery} {Profit Margin}{0.3488} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {76301} {Delivery Status}{Late delivery} {Profit Margin}{0.0340} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {128132} {Delivery Status}{Advance shipping} {Profit Margin}{0.1532} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {98210} {Delivery Status}{Late delivery} {Profit Margin}{0.2024} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {58218} {Delivery Status}{Shipping on time} {Profit Margin}{0.1953} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {106225} {Delivery Status}{Shipping on time} {Profit Margin}{-0.1845} {Shipping Mode}{Same Day} {Market}{LATAM}
Supplier: {90616} {Delivery Status}{Advance shipping} {Profit Margin}{0.2158} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {18540} {Delivery Status}{Late delivery} {Profit Margin}{0.2430} {Shipping Mode}{Standard Class} {Market}{Africa}
Supplier: {71191} {Delivery Status}{Shipping canceled} {Profit Margin}{0.0713} {Shipping Mode}{First Class} {Market}{USCA}
Supplier: {89372} {Delivery Status}{Advance shipping} {Profit Margin}{0.2755} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {39308} {Delivery Status}{Late delivery} {Profit Margin}{0.0938} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {135194} {Delivery Status}{Advance shipping} {Profit Margin}{0.2661} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {95048} {Delivery Status}{Shipping on time} {Profit Margin}{0.0950} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {17799} {Delivery Status}{Shipping on time} {Profit Margin}{0.3076} {Shipping Mode}{Same Day} {Market}{Europe}
Supplier: {156984} {Delivery Status}{Late delivery} {Profit Margin}{0.2504} {Shipping Mode}{First Class} {Market}{Africa}
Supplier: {164326} {Delivery Status}{Late delivery} {Profit Margin}{0.0400} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {180030} {Delivery Status}{Shipping on time} {Profit Margin}{0.2772} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {10070} {Delivery Status}{Late delivery} {Profit Margin}{0.3000} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {96887} {Delivery Status}{Late delivery} {Profit Margin}{0.4800} {Shipping Mode}{First Class} {Market}{USCA}
Supplier: {69062} {Delivery Status}{Late delivery} {Profit Margin}{0.3818} {Shipping Mode}{Same Day} {Market}{LATAM}
Supplier: {179359} {Delivery Status}{Advance shipping} {Profit Margin}{-0.5642} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {18427} {Delivery Status}{Late delivery} {Profit Margin}{0.4032} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {98624} {Delivery Status}{Advance shipping} {Profit Margin}{0.2175} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {49938} {Delivery Status}{Late delivery} {Profit Margin}{0.3332} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {91103} {Delivery Status}{Advance shipping} {Profit Margin}{0.1500} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {63560} {Delivery Status}{Advance shipping} {Profit Margin}{0.3466} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {171757} {Delivery Status}{Shipping canceled} {Profit Margin}{0.0880} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {32810} {Delivery Status}{Shipping on time} {Profit Margin}{0.2823} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {55728} {Delivery Status}{Shipping on time} {Profit Margin}{0.0261} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {62481} {Delivery Status}{Shipping canceled} {Profit Margin}{0.1548} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {80560} {Delivery Status}{Late delivery} {Profit Margin}{0.2625} {Shipping Mode}{First Class} {Market}{Pacific Asia}
Supplier: {85570} {Delivery Status}{Shipping canceled} {Profit Margin}{0.2080} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {37300} {Delivery Status}{Late delivery} {Profit Margin}{0.2640} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {111348} {Delivery Status}{Shipping on time} {Profit Margin}{0.1087} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {140465} {Delivery Status}{Late delivery} {Profit Margin}{-0.4320} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {134190} {Delivery Status}{Late delivery} {Profit Margin}{0.2080} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {122557} {Delivery Status}{Late delivery} {Profit Margin}{0.2565} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {76857} {Delivery Status}{Shipping canceled} {Profit Margin}{0.4224} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {54516} {Delivery Status}{Advance shipping} {Profit Margin}{0.2625} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {111213} {Delivery Status}{Late delivery} {Profit Margin}{0.4312} {Shipping Mode}{Standard Class} {Market}{Africa}
Supplier: {75151} {Delivery Status}{Shipping on time} {Profit Margin}{0.3780} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {30119} {Delivery Status}{Shipping on time} {Profit Margin}{0.0000} {Shipping Mode}{Second Class} {Market}{Africa}
Supplier: {44628} {Delivery Status}{Shipping on time} {Profit Margin}{-0.6750} {Shipping Mode}{Same Day} {Market}{USCA}
Supplier: {151039} {Delivery Status}{Late delivery} {Profit Margin}{0.3375} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {43560} {Delivery Status}{Late delivery} {Profit Margin}{-0.6157} {Shipping Mode}{First Class} {Market}{USCA}
Supplier: {144183} {Delivery Status}{Late delivery} {Profit Margin}{0.4441} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {118710} {Delivery Status}{Late delivery} {Profit Margin}{0.2400} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {7573} {Delivery Status}{Late delivery} {Profit Margin}{0.4554} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {26756} {Delivery Status}{Late delivery} {Profit Margin}{0.2079} {Shipping Mode}{First Class} {Market}{USCA}
Supplier: {156857} {Delivery Status}{Late delivery} {Profit Margin}{0.3654} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {154416} {Delivery Status}{Late delivery} {Profit Margin}{0.2268} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {133150} {Delivery Status}{Advance shipping} {Profit Margin}{0.1050} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {1806} {Delivery Status}{Shipping canceled} {Profit Margin}{0.2873} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {76113} {Delivery Status}{Late delivery} {Profit Margin}{-1.4400} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {126506} {Delivery Status}{Advance shipping} {Profit Margin}{0.3186} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {179553} {Delivery Status}{Shipping on time} {Profit Margin}{0.2848} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {8084} {Delivery Status}{Advance shipping} {Profit Margin}{-1.3530} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {153032} {Delivery Status}{Late delivery} {Profit Margin}{0.3570} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {43801} {Delivery Status}{Late delivery} {Profit Margin}{0.2673} {Shipping Mode}{First Class} {Market}{Pacific Asia}
Supplier: {172405} {Delivery Status}{Late delivery} {Profit Margin}{0.4560} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {97616} {Delivery Status}{Late delivery} {Profit Margin}{-0.1702} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {41719} {Delivery Status}{Late delivery} {Profit Margin}{0.2320} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {165082} {Delivery Status}{Shipping on time} {Profit Margin}{0.2158} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {44804} {Delivery Status}{Late delivery} {Profit Margin}{0.2603} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {136477} {Delivery Status}{Late delivery} {Profit Margin}{0.0675} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {105861} {Delivery Status}{Advance shipping} {Profit Margin}{-0.6750} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {24862} {Delivery Status}{Late delivery} {Profit Margin}{0.2282} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {102527} {Delivery Status}{Advance shipping} {Profit Margin}{-0.5432} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {165965} {Delivery Status}{Shipping on time} {Profit Margin}{0.2619} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {179272} {Delivery Status}{Late delivery} {Profit Margin}{0.0840} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {140646} {Delivery Status}{Late delivery} {Profit Margin}{-0.1785} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {14070} {Delivery Status}{Advance shipping} {Profit Margin}{0.4320} {Shipping Mode}{Standard Class} {Market}{LATAM}
Supplier: {26230} {Delivery Status}{Advance shipping} {Profit Margin}{0.3600} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {151227} {Delivery Status}{Late delivery} {Profit Margin}{0.0818} {Shipping Mode}{First Class} {Market}{USCA}
Supplier: {96320} {Delivery Status}{Late delivery} {Profit Margin}{0.2470} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {64129} {Delivery Status}{Late delivery} {Profit Margin}{0.4067} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {146937} {Delivery Status}{Advance shipping} {Profit Margin}{0.2800} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {98433} {Delivery Status}{Advance shipping} {Profit Margin}{0.1592} {Shipping Mode}{Standard Class} {Market}{Africa}
Supplier: {98256} {Delivery Status}{Late delivery} {Profit Margin}{0.2856} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {121175} {Delivery Status}{Shipping canceled} {Profit Margin}{-1.3600} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {7287} {Delivery Status}{Late delivery} {Profit Margin}{0.3185} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {75545} {Delivery Status}{Late delivery} {Profit Margin}{0.3188} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {176997} {Delivery Status}{Late delivery} {Profit Margin}{-0.2237} {Shipping Mode}{Same Day} {Market}{Europe}
Supplier: {39214} {Delivery Status}{Late delivery} {Profit Margin}{0.1125} {Shipping Mode}{Second Class} {Market}{Europe}
Supplier: {30883} {Delivery Status}{Shipping canceled} {Profit Margin}{-1.6000} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {118585} {Delivery Status}{Late delivery} {Profit Margin}{0.1107} {Shipping Mode}{Second Class} {Market}{Pacific Asia}
Supplier: {53601} {Delivery Status}{Advance shipping} {Profit Margin}{0.2020} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {112705} {Delivery Status}{Late delivery} {Profit Margin}{0.2958} {Shipping Mode}{Second Class} {Market}{Africa}
Supplier: {27592} {Delivery Status}{Late delivery} {Profit Margin}{0.4186} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {29254} {Delivery Status}{Late delivery} {Profit Margin}{0.3936} {Shipping Mode}{Second Class} {Market}{Africa}
Supplier: {88305} {Delivery Status}{Advance shipping} {Profit Margin}{0.0862} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {141750} {Delivery Status}{Shipping on time} {Profit Margin}{-0.1693} {Shipping Mode}{Same Day} {Market}{Africa}
Supplier: {45195} {Delivery Status}{Advance shipping} {Profit Margin}{0.0446} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {154246} {Delivery Status}{Advance shipping} {Profit Margin}{-0.5170} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {99284} {Delivery Status}{Advance shipping} {Profit Margin}{-1.1250} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {39851} {Delivery Status}{Late delivery} {Profit Margin}{0.0983} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {8091} {Delivery Status}{Late delivery} {Profit Margin}{-1.1625} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {155169} {Delivery Status}{Advance shipping} {Profit Margin}{0.2668} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {143151} {Delivery Status}{Advance shipping} {Profit Margin}{0.0930} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {108712} {Delivery Status}{Shipping on time} {Profit Margin}{0.2790} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {3315} {Delivery Status}{Late delivery} {Profit Margin}{0.2958} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {4038} {Delivery Status}{Advance shipping} {Profit Margin}{0.4608} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {118856} {Delivery Status}{Late delivery} {Profit Margin}{0.0871} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {138051} {Delivery Status}{Late delivery} {Profit Margin}{0.2625} {Shipping Mode}{First Class} {Market}{LATAM}
Supplier: {106638} {Delivery Status}{Late delivery} {Profit Margin}{0.4630} {Shipping Mode}{Second Class} {Market}{LATAM}
Supplier: {46976} {Delivery Status}{Late delivery} {Profit Margin}{0.4089} {Shipping Mode}{Standard Class} {Market}{Pacific Asia}
Supplier: {54325} {Delivery Status}{Late delivery} {Profit Margin}{0.2436} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {145051} {Delivery Status}{Late delivery} {Profit Margin}{0.4550} {Shipping Mode}{Standard Class} {Market}{Europe}
Supplier: {169926} {Delivery Status}{Late delivery} {Profit Margin}{0.2380} {Shipping Mode}{Second Class} {Market}{USCA}
Supplier: {112221} {Delivery Status}{Late delivery} {Profit Margin}{0.0750} {Shipping Mode}{First Class} {Market}{Europe}
Supplier: {154020} {Delivery Status}{Shipping on time} {Profit Margin}{0.3060} {Shipping Mode}{Standard Class} {Market}{USCA}
Supplier: {127179} {Delivery Status}{Shipping on time} {Profit Margin}{-0.0605} {Shipping Mode}{Standard Class} {Market}{LATAM}
